Sample_ID,354850,221784,183395,537894,577170,183457,189548,189677,2157225,367215,168071,12574,350091,578016,310886,576975,305946,145575,184296,350255,848915,145735,145801,318190,4452538,4352760,368117,345454,357046,322835,328936,362078,361727,190260,560836,179807,4336943,368338,1076587,755474,4359590,196428,566976,318569,555945,174332,361845,308072,367977,368490,4426298,258099,190529,357471,362539,358112,69933,180045,369097,336012,1076969,196769,319455,335550,312882,148121,185787,113909,174755,352243,358333,352304,369429,185952,308631,174924,125624,313593,198118,181003,185988,313672,148279,180468,348007,2979308,186592,180606,180563,181074,513500,359098,325437,352617,147969,147981,165118,180659,309433,551822,1078587,149131,313968,187404,326136,696563,358939,4194837,352918,563572,309720,291794,304211,370046,342427,509416,177134,353615,348642,148987,364753,198866,193279,2442706,968675,188348,199388,299302,370287,314996,364903,181791,305016,359872,851865,331697,851938,332317,365536,1024529,354461,365621,4301511,366068,331912,575844,305318,516022,4451251,564914,593043,316515,193844,592616,232828,177800,3203801,851704,172233,232900,951711,314095,188966,366727,316761,369763,341460,540862,178513,179014,799884,353149,327969,194660,352733,339599,189733,176057,183653,534042,178699,186841,179319,4331723,329313,841635,189998,179472,1015143,181452,185034,4310208,4476780,784256,174036,572843,537661,181834,185420,4472130,189035,368698,173863,185604,769222,182643,335701,177663,547223,214036,193829,336228,579851,193240,575557,3251419,195105,177986,4336546,364926,4331760,184795,962249,192963,179157,112891,190518,365628,1983368,177484,185570,194896,539581,325768,923098,586458,509452,2391105,585227,288004,798581,147702,186614,4295618,187321,360890,350277,181174,180738,365385,182723,355424,2985051,338992,195081,528421,148352,542096,964220,544859,2291414,929275,4315958,4451906,787663,197072,365891,4460847,851668,505549,509149,195203,760967,177061,179659,216111,4422039,526682,362765,178183,3141342,216010,187747,212686,3908639,2066056,207994,124906,553352,321096,535601,187178,175751,531374,368462,219064,4468892,177319,577406,197624,176077,358944,193139,359950,4318284,366797,130763,102222,191112,190676,186521,1017181,175619,960695,198928,587933,495396,1086889,4344883,1053898,503406,1079742,107044,212532,4411138,166637,527988,4045882,527485,14280,470879,995893,175642,2201995,1065569,4379034,176775,4428568,4335776,988375,4416763,292057,586968,258375,3805726,532521,851715,414315,950909,511378,503138,938948,4318671,367433,522025,1110178,191256,348009,369822,1007399,862115,4397439,141350,495017,4383963,182176,4391542,134265,184971,195757,330564,352034,866280,169182,956625,925326,2283112,192383,968954,4393532,197326,183207,180082,509516,4304475,357529,259772,364029,297529,361108,72820,332163,553611,98605,548587,114821,4365130,589277,195808,197111,4256470,4299137,179209,182874,189651,187401,359750,4347159,825808,196713,326482,564140,194360,405425,149614,849361,Group
ERR5009478,0.076095017,0,1.55E-05,0,0.025091614,0,0,0,0.002864755,0.000359812,0,0.000396056,0,0.001172269,0,0,0.02397001,8.08E-05,0,0,0,0.020378346,0.007788226,0,0.000413243,0,0.034625419,0,5.59E-05,4.80E-05,0,0,0.009407247,0,0,0,0,0.005265391,0,0,0.000129102,0,0.003970131,0.000135462,0.009069963,0.004875633,0,0,0,0.001364257,0.000973767,0,0,0,9.19E-05,0,0,0.004970455,0,0.003718899,8.67E-05,0,0,0.003414624,0,0,0.000153111,0.007794286,0,0,0.02204263,0,0.000140406,0,0,0,0,0.000153885,5.92E-05,0,0,0,0,0.000143619,0.003102379,0.003037762,0,0,0.004382235,0,0.000528218,0.005198895,8.14E-05,0,0,0.000523221,0,0,0,0.029046737,0.185842774,0.042039262,0,0,0,0,3.28E-05,0,0,0,0.010513744,0.001955548,9.80E-05,0,0,0.038731211,0,0,0,0,0.001010623,0.000996318,0.000312005,0.000150914,0,4.76E-05,0,0.003877943,0.023146883,0,0,0.012257366,0,0,0.01051266,1.41E-05,5.37E-05,0.004019532,0,0.000641623,0,0,0,0,0.002071749,0.010332921,0,0,0,0.001434278,0,0,0,0.001400191,0,0,0,0,0,0,0.000128531,0.001629189,0.000206711,0.000885442,0,0,0,0,0.00346991,0.001557945,0,0.081645758,0,0.000324875,0,0.000169883,0,0,0,0,0,0,0.000339085,0.000390642,0,0,0,0.002102231,0.000364084,0.000496535,0,0.000121487,0.000400852,0,0.000682324,7.44E-05,0,0,0,0,0,0,0,0,0,0,0.004284578,0,0,0,0.164770189,5.44E-05,0.000393197,0.000887713,0.000713983,0.000142402,0.000242348,0.000197717,0.000964241,0.002364726,5.86E-05,0.000302233,0.000317159,2.24E-05,0.001885598,9.17E-05,0.000504727,0.034153926,9.84E-05,9.90E-05,0.000367951,0.00093344,0.004359766,0.00794964,9.99E-05,0.000168763,3.46E-05,0.000581753,0.003573294,0.005440209,0.000241402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HC
ERR5009480,0.038034346,0.012168107,0,0,0.053693826,0.011566416,0.000318533,0,9.51E-05,0.000262109,0.001529834,0,0.000106426,0,0,0.000102112,0.005570507,0.016112236,0,0,0,0.006260984,7.03E-05,0.005067663,0,0.002111652,0.012231043,0.000750289,0.001021507,0.001450962,0,0.000157617,0.010373777,0.003055804,0,0.001392299,0,0,0.002418484,0,3.87E-05,0.011930733,0.000102934,0.00023766,0.000466805,0.007927012,0.002249358,9.53E-05,0.000601026,0.001222226,0,0,0.000987959,0.00051933,0,0.003953724,0.017153391,0.001527275,0,0,0.000142963,0,0.000155397,0,0.000327132,0.002282342,0.00301882,0.01151748,0.000780282,0.002538883,0.012890414,0.002502766,0.010916594,0,0,0.000183706,0.004773349,0.000375015,0.00477931,0.000165421,0,0.000561896,0.000510463,0,0.002123019,0.000161526,0.003426652,0,0.004714753,0,0.000471831,0.002789026,0.004305786,1.25E-05,0.002395893,0.033241992,0,0,0.001493836,0.008742407,0.018859975,0.016756064,0.06378762,0,0.001554729,0,2.93E-05,0.001108832,0.000679784,0.000191993,0.000767267,0,8.73E-05,0.000352759,0.002229584,0.012761199,0.000501366,0.026846209,0.000547242,9.55E-05,0.001604551,0,0.000344312,0.000135077,0.014760464,0,0.007067796,0.000464718,0.005527403,0,0,0.024588034,0.001222464,0.00186701,0.144640792,0.000147364,0,0.004945186,0,0.000834367,0.000461303,3.84E-05,0.002313805,0.003747125,0.029024436,0.002063838,0.000859948,0.031591339,0,0.003877916,0,0,0.000298268,3.97E-05,0,0,0,2.91E-05,0,0.004658133,0,8.22E-05,0.000103484,0,0,0,0,0.000167554,0,0,0,0.009510275,0.021146736,0,0,7.71E-05,0.001290379,0,0,0.000238384,0,0.000263048,0,0,0.021696555,0,0,0.001520961,0,0,0.003167988,0.000762489,7.25E-05,0.000558017,0.017780768,0,0.000623562,0.012361691,0.000383159,0,0.001058514,0.002536012,0,0.000831553,0,0,0,0.000535818,0,4.79E-05,0.008675645,4.85E-05,0,3.52E-05,0,0,0,0,0,0.00590071,0.000113926,0.000119188,0.000284097,0,0.01749419,0.000376029,0,0,0,0,0,0,4.93E-05,0,8.97E-05,0,0,0,0,0,0.06533789,0,0,0,0,0,0,0,0,0,0,0.009583793,0.000300086,0.000404424,0.000441162,7.25E-05,0.001129101,7.36E-05,5.30E-05,0.000155017,0.000244723,1.90E-05,0.000141944,0.000113429,0.000159004,4.74E-05,0.000174456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HC
ERR5009481,0.032671619,0.004047556,0,0,0.040682193,0.005358936,0.000737888,1.43E-05,0,0.000572992,0.00039333,2.93E-05,0.000925801,0.001913597,0.000383639,0,0.008235605,0.008425345,0,0.017945614,0,0.001226756,7.82E-05,0.000893114,0,0,0.00719767,0.000129257,0.002299741,0.032923,0.01635108,0.002390179,0.012485673,0.000195713,0.001102167,0.001482871,0,3.06E-05,0.006130091,0,6.33E-05,0,7.07E-05,0,9.15E-06,0.011773408,7.80E-05,0.011073485,0.000142411,0,0,0,0.013043286,0,4.70E-05,0.006842211,0.00015755,0.026023287,0,0.00416587,2.18E-05,0.002316814,0,0.000919564,0.000419532,0.003076196,0.000983182,0.024636307,0.000363666,8.86E-05,0.00504896,0.011347402,0.011811728,0,0.001244937,0,0,0,0,0,0.000163794,0.037983571,6.11E-05,6.10E-05,0.002541099,0.000667793,0.002409459,0,0.003872705,0,7.18E-05,0.000185287,0.003092853,0.00131341,0.000430583,0.018150873,2.85E-05,0,0.025600291,4.30E-05,0.016020514,0.011664292,0.007416616,0.000769701,0,0,6.31E-05,0,0,0.000233126,0.000350576,0,0,0.000897327,0,0.010762959,0.000102456,0.027238179,0,0.003744807,0.080129083,0.003233961,6.17E-05,0.000485476,0,7.92E-05,0.005265445,0,0.077988604,0,0,0.007412598,0,0.000714492,0.133575833,7.28E-06,0,0.002782712,0,0.000253965,0.000137261,0.005397525,0.002484539,0.00290143,0.025782001,0.000587177,0.000755634,0.033449387,0,8.83E-05,0,0,0.000596265,0,9.32E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201536,0,0.005629031,0.022050433,0,0.000635713,0,0.00084773,0.000484473,0,0,3.74E-05,0,0,0,0,7.76E-05,0.000299871,0,0,0,3.76E-05,0,0,0,0.021492735,0,0.000150442,0.000576448,0.000746366,0.000246929,0.00010035,0.002605357,0,0,0,5.00E-05,0,0,0,0.000322931,0.017331646,2.85E-05,0.00012407,0.000103863,0,0,0.000405377,0,0,0.001407166,0.000959852,0.000631473,0,1.14E-05,0.000512095,0,0,4.47E-05,0.000271832,0,0,0,0,0,0,8.39E-05,0,0,0.000477091,0,0,0.013525106,0,0,0,0.000130903,0,0,0,0,0,0.00115858,7.33E-05,0.000226457,0,0,0,0.000121566,0,0.000265722,0,0,0,0.00013783,0,0.000147611,0,0.000273794,0.000152307,3.27E-05,6.61E-05,0.000128612,8.49E-05,0.000521916,2.23E-05,5.75E-05,0.000316703,2.31E-05,0.000321138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HC
ERR5009484,0,0.005825652,0,0,0.125262812,4.20E-05,0,0,0.000207781,0,0,9.95E-05,0.000149044,0.001326409,0,9.25E-05,0.000466612,0.010563828,0.000496163,0,0,0.001910549,0,0.010905772,3.90E-05,0,0.004781375,0,0.000182839,0,0,0,0.002734493,0,0,0.000271596,0,0.001487218,0.001675868,0,1.54E-05,0,1.93E-05,0,0.000131109,0,0,0,0,0,0,0,0.002253998,0.000686149,0.000225329,0.006270788,0.000532696,0,0,0,2.23E-05,0,0,0.000321692,4.94E-05,0.002365881,0.006459649,0.155717381,0.000577211,0,0.001849421,0.011792005,0,0,0,4.70E-05,0.006068603,0,0,0,0,0,0,0.001427616,5.16E-05,0,0.00035469,0,0.003208259,0,0.000427198,0.002096761,0,0,0,0.014177479,0,0,0.00179371,0.000890494,0.005776021,0.002417408,0.004098453,0,0,0.001479484,0.000145398,0.000356438,0,7.95E-05,0.000288679,0,0,0,0.001251478,0.004440172,0,0.009449057,0,0.000731063,0,0.001400261,0,0,0.001406658,0,0.000442731,0,0.011109134,0,0.046905817,0.000890966,0,0.004381102,0.352898866,0.000321804,0,0.000242235,0.00019867,0,0,0.003326018,0,0.008559211,0.005857247,0.001429928,0.000420542,0.012358105,0,0.001464004,0,0,0,0.000357176,0,0,0,0,0,0,0,0.011175078,2.67E-05,0,0,0,0,3.46E-05,0,0,0,0,0.016695965,0,0.000852806,0,0.000651413,0,0,0,0,9.33E-05,0.000134212,0,0,0,0,0,0,0,0,0.000527207,0,0,0.000694573,0,0.000832741,0.001272309,0,0.000785005,0.000451718,0.003396845,0,0,0,0,0.000165503,0,0.000117146,0,4.50E-05,0,0.000257134,0.000303115,0,0,0,0,7.31E-05,0.000945821,0,0.000176497,0.000257691,0,0.000197152,0.039702964,0,0.000489923,0,0.006318678,2.60E-05,0,0,0,0.000148328,0.000219374,0,0,0,0,0,0.022045835,0.001227631,0,0,0,0,0,0,0.001085645,0,0.000316312,0,0,0,0,0.00021672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.40E-05,0,0,9.81E-05,0.000153411,0,0,0,0.002640964,0.000565783,3.84E-05,0.000104993,0.011314327,3.52E-05,0.000167649,2.95E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HC
ERR5009493,0,0,0,0,0.18685322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024255317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000252598,0,0.043462843,0,0.001375892,0,0,0,0,0,0,0,0,0,0.00036902,0,0,0,0,0.000167862,7.51E-05,0,0,0.000394415,0,0,0,0.022848191,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006321888,0,0,0,0,0,0,0,0,3.29E-05,0.038825107,0,0,0,0,0,0,0,0.00476228,0,0,0,0,0,0,0.004958583,0,0,0,0,0,0,0,0,0.007413853,0,0,0,0,0,0.002379737,0,0,0.037102353,0,0,0,0,0,0,0,0,0,0.094772464,0.001025872,0,0,0,0.001439901,0,0.003260475,0,0,0,0,0,0,0,0.000393988,0,0,0,0,0,0,0.001654954,0,0,0,0,0,0,0,0,0,0,0,0,0.039136903,0,0.009044509,0,0,0,0,0,0.006602902,0,0,0,0,0,0,0,0,0,0.001147095,0,0,0,0.061880986,0,0,0,0.000364788,0,0,0,0,0,0,0,0,0.00015994,0.000797012,0.052725032,0,0,0,0,0,0.011829158,0,0,0,0,0,0.000247101,0,0,0,0.305015863,0,0,0,0,0,0,0,0,0,0,0,0,0.000876094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000392769,0,0,0,0,0.002800503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018537424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002417369,0,0,0,0,0,0,0,0,0.000463427,0,0,0.000463758,0.000698588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HC
ERR5009496,0,0.01237617,0,2.97E-05,0.00679373,0.001209401,0,0,0,0,0,0.000650307,0,0,0,0.011182142,0,0,0.000245594,0,0.002540906,0.004838095,0.028235673,0,3.08E-05,3.02E-05,0.012942071,0,0,0,0,0,0,0.007990524,0,0,0,0.061585357,0,0,3.34E-05,0,0.022534245,0.000472871,0.002135164,0,0,0,0,0.000192803,1.16E-05,9.63E-05,0,6.48E-05,0.000163533,0.000115121,0,0,0.00026786,0.002115821,0.000182648,0.001114124,0,0.001867976,0,0.000126428,0,8.81E-05,0,0,0.13872731,0,0.000119392,0,0,0,0,0,0,0,0.002867788,0,0,0,0,0.0004002,0,0,0.000740863,0.000166288,0.006062369,5.02E-05,0,2.39E-05,0.000580625,0.000442288,0,0.000423493,0,0.001067494,0.048804201,0.026898463,0.000103175,0,0,0,0.000995689,0,4.35E-05,0,0.0254717,0.001737261,0,0,0,0.007356662,0.000125868,0.001744464,0,0,0,0,0,0.000200702,0,0,0.000205773,0,9.40E-05,0,2.49E-05,6.16E-05,0,0,0.000253972,3.72E-05,0.000331516,0.002278256,0,0.002580719,0,0,0,0,0,4.89E-05,0,0.015778397,4.82E-05,0.000208354,0,0,0,0.041113475,0,0.00030642,0,0,0.000177145,0,0,0.009974926,0,0.040747511,0,0,0,3.75E-05,0.022590628,0.104250724,0,0,0,0,0,0,0,0,0,0,0.008175135,0,0.001419,0.000118766,0.000157886,0,0,0,0,3.29E-05,0,0.000116287,0,0,0.000150965,0.00322533,0,9.21E-05,0,0,0,0,0,0.000145326,0,0.002059827,0.002259216,0,0.011953635,0,2.46E-05,0.062633519,0.002240139,0.000106674,0,0,0.000464417,6.92E-05,0.002465398,0,0,0.000633782,0,0,0,0,0.000909275,0,0.000345039,0,0.004378504,0,0.067622675,0.03730907,0.000231205,0.001383763,0,0.001702026,0,0,0.000520755,0,0,0,0.034688153,3.31E-05,0,0,0,0,0,0,0.000698032,0,0.000498225,0,0.010697725,0,0,0.00028171,0,0.000435365,0,0,0.000141717,0,0,0.001658069,0,0,0,0.005841227,0,0,0.001481487,0,0,8.06E-05,0,0.002367216,0,0,0,0,0,0.035706487,0,0,7.59E-05,0,0.002686462,0,0,0,0,0,8.03E-05,0,3.24E-05,0,7.29E-05,0,0,0,0,0,0,0,0,0,7.20E-05,0,0.000189667,0,0,7.17E-05,0,0,0,0,0,0,0,0,0,0,0,0.000355856,6.69E-05,0,0,0,0,0,0.000100218,7.25E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IBD
ERR5009498,0,0,0,0,0.005164906,0.002164456,0,0,0.002072414,0,0,0.003341786,0,0,0,0,0.005493766,0,0,0,0,0.00789208,0.000545574,0.000833766,0,0,0.01113432,0,0.000213852,0.000556887,0.011799165,0,0.000788551,0,0.001948357,0.000433859,0,0.00023583,0.001201239,0,0.000692328,0,0.009924707,0,0.111879587,0,0,0,0,0.001033934,0,0,0,0,0,0,0,0.000263465,0,0,0.000360781,0,0,0,0.00217525,0,0.000384551,0.000336519,0.074012367,0,0,0.000756614,0,0,0.018629619,0,0,0,0.001953958,0,0,0.002455273,0,0,0,0,0.000635998,0,0.000553345,0,0.005394948,0.038174356,0.000159572,0.000426168,0,0.000982504,0,0,0.007383267,0.002485106,0.008022725,0.001912829,0.171344089,0,0,0,0,0,0,0,0,0,0,0,0,0.001596036,0,0.037170342,0,0,0,0,0,0,0.065570194,0,0.006360342,0,0.011382532,0,0,0.000529638,0.000354967,0,0.040808266,0,0,0,0,0.020298079,0,0,0,0.003306984,0.000740143,0,0,0.010041106,0,0.037614464,0,0,0,0,0,0,0,0.00013687,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000242755,0.00098889,0,0,0.060073077,0,0,0,0,0,0,0,0,0.000336986,0,0,0,0.002976408,0,0,0.000458164,0,0,0,0.026688282,0,0,0,0,0,0,0,0,0.001544373,0.000754769,0,0,0,0,0.000105619,0.005346673,0.000305875,0,0,0,0,0,0.000418149,0.000166482,0,0.002709489,0.001203946,0,0,0,0,0,0,0,0,0,0,0,0.014920293,0.032254088,0,0,0,0,0,0.005076369,0,0,0,0,0,0,0,0.08114617,0,0,0,0,0,0,0,0,0,0,0.000127093,0,0.000398082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000173503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000480199,0,0,0,0.000156047,0,0,0,0,0,0,0,0,0,0,0,0,0.000193332,0,0,0,0,0.000517958,0,0.004776183,0,0,0,0.000145858,0,0.00012495,0.001125306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IBD
ERR5009499,0,6.01E-05,0,0,0.000731507,0,0,0,0,5.46E-05,0,3.70E-05,0,0,0,0.000147914,0,9.87E-05,0,0,0,3.39E-05,0.017497281,2.33E-05,5.29E-05,0,0.000100354,0,3.70E-05,0,0,0,3.57E-05,0,0,0,0,0.010610575,3.30E-05,6.36E-05,0.000194504,0.000149369,0.005040964,9.11E-05,0,0.000382606,0,0,0,0,0,0,0,0,0.000798072,0,8.24E-05,0,0,0,0.000122586,5.43E-05,0,0.013962893,0,0,0,0,9.60E-06,0,0,2.46E-05,0,0,0,0.001516434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000180076,4.29E-05,0,0,0,0.000201155,0,0,0,0.000108784,7.96E-05,8.31E-05,7.59E-05,0,5.35E-05,0,0.04595905,0,0,0,0.012077101,0.029153692,5.89E-05,0,0.000262817,0.000138594,0,0,0,0.003877816,0,0,0,0,0,0,0,0,6.95E-05,1.02E-05,0,0,0,0.052250497,0.000330637,0.095762705,0,7.13E-05,0,4.59E-05,0,0,0,0,0.000134961,0,4.92E-05,0.000171328,0,4.35E-05,0,4.31E-05,0,0.007335137,0,0,0,0,0,0,0,0,0,0.191386724,0,0,0,0,0.025116506,0.002591411,0,0.000127358,0,0,0,5.71E-05,0,0,0,5.63E-05,0,0,0.000296963,0,0.033921318,0,9.98E-05,0,0.000284081,0,0,0.000164589,0,0.270558045,0,0,0,0,0,0,0,0,0,0,0,0,0.013158774,0,0,0.000775907,5.50E-05,0.002069582,0.04647123,0.000133647,0,0,0.014790311,0.001204597,0.000921493,0,0,0.000223021,0,0,0,0,0,5.69E-05,0.000215898,0,0.007600349,0,0,0.000121956,6.45E-05,0,0,0.000540496,6.86E-05,0,0.000236152,0,0,0,0.008913459,0,0,0,0,0,0,0,8.70E-05,0,0,0,0,0.002944515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000149411,0,0,0,0,0,4.26E-05,0,0,0.000838682,0,0,0,0.000214333,5.61E-05,6.28E-06,0.009232391,0,0,0,0,0,0,0,2.40E-05,0,0,0,0,0,0,0,0.000315089,0,0,0,0.036468293,0,0,0,0.024633544,0,0,0,0.000506435,0.000105181,0,0,0,0,0,0.000108748,0,0.00126732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IBD
ERR5009500,0,4.49E-05,0,0,0.012299841,0,0,0,0,0,0,2.65E-05,0.000148023,0,0,0,0,0.000380133,0,0,0,0.006431146,0,0.00021964,5.92E-05,0.000363068,0.004080557,0,0.015977403,0.011513211,0,0,0.039283277,0.00010266,0,0,0,0,0.000946734,0,3.95E-05,0.000449859,0.00578796,0.002422451,0.000250304,0.007119367,0,0,0,0.000130302,0,0,0,0,4.41E-05,0.003111933,0.002718597,0.065801747,4.30E-05,0.039588454,0.000102125,0,0,0,0,0,0,0.162437559,0.003435806,0,0.017418388,0.011352068,0,0,0,0.000225028,0,7.24E-05,0,0,0,7.28E-05,0.000743617,0,3.06E-05,0.001310954,1.94E-05,0,0.001195452,6.71E-05,9.67E-06,0.007071508,0.00216471,0,0,0.011856723,0,0,0.005659936,0.005196073,0.011577257,0.000114594,0.029741792,0,5.88E-05,0,0.00015872,0,0,0,0.000108184,1.96E-05,0,0.000435207,0.000380945,0.001652228,0,0,0,0.001716107,0.000172806,0,6.99E-05,0,0.000350331,0.000510993,0.000302638,0,0.014865651,0,0,0.010744943,0.001050489,3.19E-05,0.087838607,0,2.33E-05,0.012465995,4.31E-05,3.34E-05,0,0.01163738,0.008601,0,0.007677356,0.000812924,0.00056867,0,5.29E-05,0.000115084,0,0,0,0.000518694,0,0,0,0,0,0,0,3.58E-05,0,2.60E-05,0,0,0,0,0.000240744,0,0,0.000515562,0,0.003504003,0,0,0.000131486,0,0,0,0,0,0,0,0,0.000137243,0,0.007689667,3.60E-05,0,0,0.000178582,0,0.000109276,0.066573017,0.000283797,0.000719855,0,0,0,3.19E-05,0,0,0.003796109,0,0,7.41E-05,0,6.46E-05,0,0,0.010418674,4.11E-05,0,0,0,0,0,0,0,0,0.0003573,0,0,0,0.001406482,0,0,1.97E-05,0,0.000300328,0,0,0,2.20E-05,0,0,0,4.67E-05,0,0.235073175,0.009886466,0,0,0,0,0,0,0,0,0,0,2.24E-05,0.000898974,0,0,0.000190435,0,0,0.000124046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.00E-05,0,4.63E-05,0,0,0,0,0,0,0,0,0,0,0,0,6.26E-05,0,0,0,0.000766767,0,0.000133038,0,0,0,0.000146749,0,2.33E-05,0,0,0,3.82E-05,0,7.01E-05,0,0.000900837,0,0,0.000370958,0,0,0,0,0,0,0,5.56E-05,0,0,3.49E-05,0,0,0,0,0,0,0,0,0,0,5.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IBD
