Kingdom,Phylum,Class,Order,Family,Genus,Species
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Eubacterium_G;,MJ006-1-barcode39-umi49105bins-ubs-7
k__Bacteria;,p__Proteobacteria;,c__Gammaproteobacteria;,o__Enterobacterales_A_737866;,f__Pasteurellaceae;,g__Haemophilus_D_735815;,MJ006-1-barcode39-umi51500bins-ubs-7
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi83108bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi80935bins-ubs-5
k__Bacteria;,p__Proteobacteria;,c__Gammaproteobacteria;,o__Enterobacterales_A_737866;,f__Pasteurellaceae;,g__Haemophilus_D_735815;,MJ006-1-barcode39-umi80863bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Eubacterium_G;,MJ006-1-barcode39-umi82511bins-ubs-6
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Acutalibacteraceae;,g__Ruminococcus_E;,MJ006-1-barcode39-umi109275bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi109705bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Oscillospiraceae_88309;,g__Faecousia;,MJ006-1-barcode39-umi107659bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Anaerostipes;,MJ006-1-barcode39-umi110300bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Clostridium_Q_135822;,MJ006-1-barcode39-umi109098bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Gemmiger_A_73129;,MJ006-1-barcode39-umi108436bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi107598bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Enterocloster;,MJ006-1-barcode39-umi107927bins-ubs-5
k__Bacteria;,p__Firmicutes_C;,c__Negativicutes;,o__Veillonellales;,f__Veillonellaceae;,g__Veillonella_A;,MJ006-1-barcode39-umi108033bins-ubs-6
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Clostridium_Q_135822;,MJ006-1-barcode39-umi108324bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi109807bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Mediterraneibacter_A_155507;,MJ006-1-barcode39-umi109781bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi202710bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__UBA3402;,MJ006-1-barcode39-umi74248bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Dorea_A;,MJ006-1-barcode39-umi138535bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Ventrimonas;,MJ006-1-barcode39-umi137394bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Ruminococcus_C_58660;,MJ006-1-barcode39-umi64092bins-ubs-6
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Oliverpabstia;,MJ006-1-barcode39-umi179044bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Merdisoma;,MJ006-1-barcode39-umi115257bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Enterocloster;,MJ006-1-barcode39-umi117846bins-ubs-4
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides_H;,MJ006-1-barcode39-umi117306bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Mediterraneibacter_A_155507;,MJ006-1-barcode39-umi116921bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Merdisoma;,MJ006-1-barcode39-umi115087bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi114591bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Acutalibacteraceae;,g__Ruminococcus_E;,MJ006-1-barcode39-umi115322bins-ubs-4
k__Bacteria;,p__Firmicutes_D;,c__Bacilli;,o__Erysipelotrichales;,f__Erysipelotrichaceae;,g__NSJ-61;,MJ006-1-barcode39-umi115563bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Clostridiales;,f__Clostridiaceae_222000;,g__Clostridium_T;,MJ006-1-barcode39-umi117561bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi117100bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi116135bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi114702bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi158202bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Terrisporobacter;,MJ006-1-barcode39-umi157964bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi160144bins-ubs-3
k__Bacteria;,p__Firmicutes_D;,c__Bacilli;,o__Erysipelotrichales;,f__Coprobacillaceae;,g__Faecalibacillus;,MJ006-1-barcode39-umi161117bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Eubacterium_G;,MJ006-1-barcode39-umi160500bins-ubs-6
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi159590bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi157884bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Unclassified;,MJ006-1-barcode39-umi160260bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Clostridiales;,f__Clostridiaceae_222000;,g__Clostridium_T;,MJ006-1-barcode39-umi158580bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__UBA3402;,MJ006-1-barcode39-umi161137bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Dorea_A;,MJ006-1-barcode39-umi159548bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi159111bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__UBA3402;,MJ006-1-barcode39-umi134867bins-ubs-3
k__Bacteria;,p__Proteobacteria;,c__Gammaproteobacteria;,o__Burkholderiales_595427;,f__Burkholderiaceae_A_595427;,g__Sutterella;,MJ006-1-barcode39-umi133314bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi133549bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Gemmiger_A_73129;,MJ006-1-barcode39-umi84370bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Dorea_A;,MJ006-1-barcode39-umi85725bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Lachnospira;,MJ006-1-barcode39-umi85330bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Eubacterium_G;,MJ006-1-barcode39-umi222439bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Clostridiales;,f__Clostridiaceae_222000;,g__Clostridium_T;,MJ006-1-barcode39-umi239186bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi238076bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi237988bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Bariatricus;,MJ006-1-barcode39-umi210278bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi210648bins-ubs-3
k__Bacteria;,p__Proteobacteria;,c__Gammaproteobacteria;,o__Enterobacterales_A_737866;,f__Pasteurellaceae;,g__Haemophilus_D_735815;,MJ006-1-barcode39-umi59141bins-ubs-6
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__RUG115;,MJ006-1-barcode39-umi97566bins-ubs-5
k__Bacteria;,p__Firmicutes_C;,c__Negativicutes;,o__Veillonellales;,f__Veillonellaceae;,g__Veillonella_A;,MJ006-1-barcode39-umi95805bins-ubs-5
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Rikenellaceae;,g__Alistipes_A_871400;,MJ006-1-barcode39-umi169492bins-ubs-3
k__Bacteria;,p__Firmicutes_D;,c__Bacilli;,o__Erysipelotrichales;,f__Coprobacillaceae;,g__Faecalibacillus;,MJ006-1-barcode39-umi171284bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Terrisporobacter;,MJ006-1-barcode39-umi169144bins-ubs-3
k__Bacteria;,p__Firmicutes_C;,c__Negativicutes;,o__Veillonellales;,f__Veillonellaceae;,g__Veillonella_A;,MJ006-1-barcode39-umi166131bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Tissierellales;,f__Peptoniphilaceae;,g__Finegoldia;,MJ006-1-barcode39-umi167320bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Lachnospira;,MJ006-1-barcode39-umi140710bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi139705bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__UBA3402;,MJ006-1-barcode39-umi140138bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Anaerostipes;,MJ006-1-barcode39-umi142446bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Roseburia;,MJ006-1-barcode39-umi142525bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Terrisporobacter;,MJ006-1-barcode39-umi141668bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi232006bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Acutalibacteraceae;,g__UBA1417;,MJ006-1-barcode39-umi105521bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Bariatricus;,MJ006-1-barcode39-umi103708bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Anaerostipes;,MJ006-1-barcode39-umi103735bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Anaerovoracaceae;,g__S5-A14a;,MJ006-1-barcode39-umi104964bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Acetatifactor;,MJ006-1-barcode39-umi105232bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Terrisporobacter;,MJ006-1-barcode39-umi104528bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi106628bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Clostridium_Q_135822;,MJ006-1-barcode39-umi105914bins-ubs-4
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides_H;,MJ006-1-barcode39-umi104655bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Acetatifactor;,MJ006-1-barcode39-umi105574bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi106055bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi103658bins-ubs-4
k__Bacteria;,p__Firmicutes_D;,c__Bacilli;,o__Erysipelotrichales;,f__Coprobacillaceae;,g__Erysipelatoclostridium;,MJ006-1-barcode39-umi104838bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Terrisporobacter;,MJ006-1-barcode39-umi105722bins-ubs-7
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi106245bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi103744bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Tissierellales;,f__Peptoniphilaceae;,g__Peptoniphilus_A;,MJ006-1-barcode39-umi104799bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi144088bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi145851bins-ubs-3
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides_H;,MJ006-1-barcode39-umi144543bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__CAG-127;,MJ006-1-barcode39-umi146758bins-ubs-3
k__Bacteria;,p__Firmicutes_C;,c__Negativicutes;,o__Veillonellales;,f__Veillonellaceae;,g__Veillonella_A;,MJ006-1-barcode39-umi146134bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi144251bins-ubs-3
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides_H;,MJ006-1-barcode39-umi125595bins-ubs-3
k__Bacteria;,p__Firmicutes_D;,c__Bacilli;,o__Lactobacillales;,f__Streptococcaceae;,g__Streptococcus;,MJ006-1-barcode39-umi126066bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Acutalibacteraceae;,g__UBA1417;,MJ006-1-barcode39-umi127895bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Coprococcus_A_121497;,MJ006-1-barcode39-umi128130bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi126421bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi127311bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Clostridiales;,f__Clostridiaceae_222000;,g__Clostridium_T;,MJ006-1-barcode39-umi126277bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi126363bins-ubs-4
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides_H;,MJ006-1-barcode39-umi186474bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi161388bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Clostridium_Q_135822;,MJ006-1-barcode39-umi162747bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi162886bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Ruminococcus_C_58660;,MJ006-1-barcode39-umi162033bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi123612bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Gemmiger_A_73129;,MJ006-1-barcode39-umi124799bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Ventrimonas;,MJ006-1-barcode39-umi124652bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi123037bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Oliverpabstia;,MJ006-1-barcode39-umi123744bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Clostridiales;,f__Clostridiaceae_222000;,g__Clostridium_T;,MJ006-1-barcode39-umi148729bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Ruminococcus_C_58660;,MJ006-1-barcode39-umi148391bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Blautia_A_141781;,MJ006-1-barcode39-umi147946bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Gemmiger_A_73129;,MJ006-1-barcode39-umi148819bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi148651bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Bariatricus;,MJ006-1-barcode39-umi147372bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Enterocloster;,MJ006-1-barcode39-umi147435bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi39319bins-ubs-8
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Dorea_A;,MJ006-1-barcode39-umi38848bins-ubs-8
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi153615bins-ubs-3
k__Bacteria;,p__Firmicutes_D;,c__Bacilli;,o__Lactobacillales;,f__Streptococcaceae;,g__Streptococcus;,MJ006-1-barcode39-umi153414bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Ruminococcus_C_58660;,MJ006-1-barcode39-umi151372bins-ubs-3
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides_H;,MJ006-1-barcode39-umi66720bins-ubs-6
k__Bacteria;,p__Bacteroidota;,c__Bacteroidia;,o__Bacteroidales;,f__Bacteroidaceae;,g__Bacteroides_H;,MJ006-1-barcode39-umi69401bins-ubs-6
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi91506bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi93785bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi228428bins-ubs-3
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Tissierellales;,f__Peptoniphilaceae;,g__Anaerococcus;,MJ006-1-barcode39-umi78331bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Agathobacter_164117;,MJ006-1-barcode39-umi76940bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Anaerostipes;,MJ006-1-barcode39-umi119664bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Roseburia;,MJ006-1-barcode39-umi120047bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Enterocloster;,MJ006-1-barcode39-umi119166bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi118958bins-ubs-4
k__Bacteria;,p__Firmicutes_D;,c__Bacilli;,o__Lactobacillales;,f__Streptococcaceae;,g__Streptococcus;,MJ006-1-barcode39-umi120822bins-ubs-5
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi120432bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Peptostreptococcales;,f__Peptostreptococcaceae_256921;,g__Romboutsia_B;,MJ006-1-barcode39-umi103141bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Clostridium_Q_135822;,MJ006-1-barcode39-umi100328bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi100024bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__Eubacterium_F;,MJ006-1-barcode39-umi102705bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Lachnospirales;,f__Lachnospiraceae;,g__RUG115;,MJ006-1-barcode39-umi101413bins-ubs-4
k__Bacteria;,p__Firmicutes_A;,c__Clostridia_258483;,o__Oscillospirales;,f__Ruminococcaceae;,g__Faecalibacterium;,MJ006-1-barcode39-umi100197bins-ubs-4
